STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_WCHSK-ACRI,Academia / Research Institutes,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_STGSK-IDEVQ,Identifying evaluation questions,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_HIGGUID-YEVAG,"Yes, in the form of a multi-annual evaluation agenda or plan",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_GUDCONT-EVMET,"Evaluation methods (e.g. cost-benefit analysis, experimental evaluations, etc.)",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_PRIMLEG-EVREP,Requirements related to evaluation reporting,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_RESPOAUT-ADVBP,Advise government institution on best practices,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_RESPLM-TRACKIM,Tracking and monitoring the implementation of policy evaluation results in their respective policy areas,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_GUDCONT-DATA,Data collection,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MCC_SPCETH-ETICO,"Ethical considerations to protect the dignity, rights, safety and privacy of participants and other stakeholders",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_EVRESULT-PRDEV,To inform the development of the government programme or other strategic plans,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_INTROCHA-CHAL4,Lack of relevant staff knowledge or technical expertise,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_RESPLM-CONDEV,Conducting internal policy evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_EXTACT-IFIs,Independent Fiscal Institution such as Parliamentary Budget Office (PBO) or Fiscal Council,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_INTROOBJ-IMPAC,Improve accountability and transparency of decision-making,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_GUDCONT-PRDE,Proportionate and appropriate design for primary and intended users,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MCC_SPCETH-EVIND,The independence of evaluators,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_WCHSK-SOCP,"Social partners (e.g., employer organisations or trade unions)",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_GUDCONT-SKENG,Stakeholder engagement,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_ACQSKIL-NONE,None of the above,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_PRIMLEG-REGEV,Requirement for government institutions to undertake regular evaluation of their policies,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_RESPOAUT-CENGUID,Provide central  guidelines  for policy evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ESP,Spain,A,Annual,Q_MC_GUDCONT-EVPL,Evaluation planning,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-DISER,Discussing the results of the evaluation,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_BUDPRT-EXAP,Ex ante appraisal  of  Capital expenditure,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-COMEV,Communicating the results of the evaluation,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-EVCOM,Commissioning of evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-DATA,Providing data relevant to the evaluation,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-BUDAT,By providing internal evaluation teams with autonomy in the use of their resources,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPLM-LMEVAG,Establishing a line ministry level evaluation agenda,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-ETHCS,Safeguarding of ethical standards,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVRESULT-IMP,To improve programme implementation at management level,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-EVPL,Evaluation planning,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_HIGGUID-YGOGU,"Yes, in the form of cross government guidelines",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROOBJ-IMPQU,Improve the quality of public services and service delivery,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_SAI-NORESP,The Supreme Audit Institution has no responsibilities related to policy evaluation,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WCHSK-CSO,Civil society organisations/ Non-governmental organisations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-EVTOP,Choosing evaluation topics,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-EVPLA,By allowing internal evaluation teams to set their own evaluation plans within the bounds of their mandate,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-PRDE,Proportionate and appropriate design for primary and intended users,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-COMEV,By commissioning evaluations to external institutions or actors,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-ETHS,By having professional and ethical standards for evaluators,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPLM-CONDEV,Conducting internal policy evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVALCHAMP-PUBLIC,Ministry of Public Sector Reform / Modernisation / Public Function or equivalent,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_UNITFINMOF-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WCHSK-SOCP,"Social partners (e.g., employer organisations or trade unions)",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-OVERS,Oversight of evaluation process,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EXTACT-NONE,None,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_LMEVDEC-NOCRI,There is no selection criteria for determining which policies have to be evaluated,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-SKENG,Stakeholder engagement,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_BUDPRT-EXAP2,Ex ante appraisal  of  current expenditure,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ADDRESPOMOF-MONPG,Monitoring  government-wide policy goals,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-IDEVQ,Identifying evaluation questions,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ADDRESPOCEN-MONPG,Monitoring  government-wide policy goals,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_IMPGRP-YOUT,Youth,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ADDRESPOPUBL-MANPER,Managing the performance of the public sector,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_UNITFINCEN-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPLM-COMEV,Commissioning and overseeing policy evaluations conducted by external evaluators,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROCHA-CHAL4,Lack of relevant staff knowledge or technical expertise,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WCHSK-ACRI,Academia / Research Institutes,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVALCHAMP-MOF,Ministry of Finance / Ministry of Economy / Ministry of Treasury or equivalent,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOCEN-CENGUID,Provide central  guidelines  for policy evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WHICM-ETHIC,Government ethical and/or professional standards for external evaluators,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-CONEV,Conducting evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ADDRESPOMOF-PREIPM,Promoting evidence-informed policymaking,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-EVMET,"Evaluation methods (e.g. cost-benefit analysis, experimental evaluations, etc.)",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOCEN-TRAIN,Provide trainings to policy evaluators,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOPUB-ADVBP,Advise government institution on best practices,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ACQSKIL-REGTR,Evaluation specialists are provided with regular professional updates and training opportunities,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOPAR-ASKPRE,It can ask the government to present evaluation findings to Parliament/ Congress,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_PROFST-NONE,"No, there are no professional standards or accreditation required.",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ACQSKIL-JOBF,Evaluation specialists have their own job family(ies) within the civil service,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_BUDPRT-SP,Spending reviews,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVALCHAMP-CENTR,"Institution at the Centre of Government (e.g., President's Office / Prime Minister's Office / Cabient Office / Chancellery or equivalent",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WCHSK-PRVC,Private companies / businesses,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_IMPGRP-GEN,Gender,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_WCHSK-CIT,Citizens,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROOBJ-SUPEE,Support the efficiency and effectiveness of government expenditure,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MCC_LEGALEM-NOEMB,It is not legally embedded,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOMOF-CENGUID,Provide central  guidelines  for policy evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-EVAUT,By providing internal evaluation teams with autonomy in deciding which policies to evaluate,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_IMPGRP-LOWIN,Low-income groups,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROCHA-CHAL2,"Lack of resources to conduct evaluations (e.g. time, staff, funding)",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-QCEV,Quality criteria to assess the quality of evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVRESULT-BUD,To inform budgetary decision-making,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_UNITFINPUB-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-USEV,Use of evaluation results,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ETHSTD-YALL,"Yes, there are ethical standards for all public servants, which apply to government evaluators",2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_EVRESULT-PRDEV,To inform the development of the government programme or other strategic plans,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPLM-TRACKIM,Tracking and monitoring the implementation of policy evaluation results in their respective policy areas,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-EVDES,Design of evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_GUDCONT-DATA,Data collection,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_IMPGRP-DIS,People with disability,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_STGSK-DESEV,Designing evaluations,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MCC_CENTREQ-NOREQ,There are no central requirements establishing what policies should be evaluated.,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROOBJ-PROEI,Promote evidence-informed policymaking,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_INTROCHA-CHAL7,Lack of culture of evaluation in the public sector,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ADDRESPOMOF-MANSR,Managing the  spending review  process,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_KB-NONE,There are no knowledge brokers involved,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_RESPOPAR-REQEV,It can require that government evaluate policies,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_AUTOEV-STAFC,By providing internal evaluation teams with control over staff recruitment,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,NZL,New Zealand,A,Annual,Q_MC_ACQSKIL-SPCON,Evaluation specialists are hired through specific contractual modalities,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ITA,Italy,A,Annual,Q_MC_INTROCHA-CHAL1,Not a high priority for the government and/or parliament,2023,,1,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,ITA,Italy,A,Annual,Q_MC_RESPOCEN-SYNTHEV,Synthesise evaluation results,2023,,1,,A,Normal value,0,Units
